TRACT,GEOID,TOTPOP,WHT_PCT,HOUSVCNY_PCT,SQMILES,OI_ALLCOMP-LEV,OI_EDCOMP-LEV,OI_HECOMP-LEV,OI_NBCOMP-LEV,OI_ALLCOMP,OI_EDCOMP,OI_HECOMP,OI_NBCOMP,CNPY_MEAN,CNPY_STD,CNPY_VRTY,CNPY_MED,IMPSRF_MEAN,IMPSRF_STD,IMPSRF_VRTY,IMPSRF_MED
5,39049000500,4057,0.864924821,4.225352113,0.48781233,High,Moderate,High,Very High,0.356263,0.120254,0.320245,0.62829,23.62464589,19.22155494,90,18,47.50921986,24.76227943,101,52
4.20,39049000420,3139,0.935648296,4.868913858,0.56615056,High,High,High,Very High,0.388254,0.198584,0.277877,0.688302,29.09661538,21.52050659,90,22,42.07357449,23.63202956,100,45
4.10,39049000410,2419,0.918974783,6.369915579,0.29901945,Very High,High,High,Very High,0.450737,0.332637,0.277018,0.742556,22.13372093,14.23815796,74,20,45.83833718,22.0284135,97,49
3.30,39049000330,2314,0.701382887,10.71115013,0.30727265,Very Low,Very Low,Low,Very Low,-0.467668,-0.618955,-0.09149,-0.692558,15.64172336,7.249738801,43,15,46.07579186,13.96585696,83,48
3.20,39049000320,2390,0.80460251,5.263157895,0.49254671,Low,Very Low,Moderate,Moderate,-0.215147,-0.721626,0.044838,0.031348,18.40338505,11.11813928,66,16,38.84344147,18.78385038,93,42
1.10,39049000110,3344,0.962021531,5.338470006,0.75792551,High,High,High,Very High,0.38074,0.263002,0.29298,0.586236,26.88165138,19.15139425,89,21,38.34832492,21.43655186,100,41
97.52,39049009752,6124,0.881450033,4.735883424,3.14861143,High,Moderate,High,High,0.137431,-0.064645,0.20143,0.275508,7.955032593,11.6026101,89,4,18.85029279,22.61255902,99,7
97.40,39049009740,13583,0.941397335,5.180767797,15.48797563,High,High,Very High,High,0.368241,0.339711,0.524538,0.240472,16.900781,23.32792954,95,6,13.11946863,23.22927618,101,0
97.20,39049009720,6810,0.907342144,5.102362205,2.75615764,Moderate,High,Low,Moderate,0.069018,0.204225,-0.084683,0.087512,14.5681302,17.62799596,93,8,43.33039203,29.49782021,101,43
85,39049008500,4280,0.943925234,4.917234664,1.22109293,Very High,High,Very High,Very High,0.666842,0.474661,0.604995,0.92087,13.22206426,16.29460757,92,9,60.13287905,27.73140118,101,60
84,39049008400,2962,0.948683322,6.597938144,0.86279634,Very High,Very High,High,Very High,0.58763,0.753598,0.201182,0.808112,23.44144869,16.97130648,88,20,45.87454765,25.24102438,101,46
74.25,39049007425,2867,0.83850715,4.048234281,0.97309133,High,High,Moderate,High,0.25948,0.364891,0.027922,0.385628,22.90987124,18.62036289,87,17,29.77623126,24.42569978,100,30
74.27,39049007427,6030,0.773466003,4.16487763,2.80200385,High,Very High,Moderate,Very High,0.410979,0.677828,0.087475,0.467634,21.27341521,23.92374944,93,12,35.38876488,30.35698691,101,34
74.26,39049007426,2823,0.894438541,5.648854962,1.08093635,High,High,High,High,0.395354,0.504587,0.296012,0.385462,30.24758842,21.87432209,91,22,30.28474903,26.28025006,101,30
70.10,39049007010,3802,0.792740663,4.219030521,1.09972616,Very High,Very High,Very High,Moderate,0.553628,0.779549,0.798783,0.082552,26.43537201,23.45539723,92,18,32.64012638,29.11979454,101,31
